img,type,has_cancer,height,width,mode,ndim
39_rotate270.jpg,glioma,1,512.0,512.0,L,2
523.jpg,glioma,1,512.0,512.0,L,2
1209.jpg,glioma,1,512.0,512.0,L,2
2436.jpg,meningioma,1,512.0,512.0,L,2
3178_rotate180.jpg,meningioma,1,512.0,512.0,L,2
457.jpg,glioma,1,512.0,512.0,L,2
4822_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2273_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4978_rotate180.jpg,pituitary,1,512.0,512.0,L,2
745_rotate270.jpg,glioma,1,512.0,512.0,L,2
1889_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4541_rotate270.jpg,pituitary,1,512.0,512.0,L,2
586_rotate180.jpg,glioma,1,512.0,512.0,L,2
4932.jpg,pituitary,1,512.0,512.0,L,2
2739.jpg,meningioma,1,512.0,512.0,L,2
4569.jpg,pituitary,1,512.0,512.0,L,2
245_rotate270.jpg,glioma,1,512.0,512.0,L,2
3701_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1762.jpg,meningioma,1,512.0,512.0,L,2
4002_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3144_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1987_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3371_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3538_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4227_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2844_rotate90.jpg,meningioma,1,512.0,512.0,L,2
839_rotate180.jpg,glioma,1,512.0,512.0,L,2
3082.jpg,meningioma,1,512.0,512.0,L,2
1212_rotate180.jpg,glioma,1,512.0,512.0,L,2
4367_rotate270.jpg,pituitary,1,512.0,512.0,L,2
813_rotate90.jpg,glioma,1,512.0,512.0,L,2
2852_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2291_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1054_rotate180.jpg,glioma,1,512.0,512.0,L,2
317.jpg,glioma,1,512.0,512.0,L,2
2481_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2162_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1401.jpg,glioma,1,512.0,512.0,L,2
2943_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4485_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4997.jpg,pituitary,1,512.0,512.0,L,2
1044_rotate180.jpg,glioma,1,512.0,512.0,L,2
3740_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1995.jpg,meningioma,1,512.0,512.0,L,2
1419.jpg,glioma,1,512.0,512.0,L,2
4844_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4905.jpg,pituitary,1,512.0,512.0,L,2
4914_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2656_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1413.jpg,glioma,1,512.0,512.0,L,2
1287_rotate270.jpg,glioma,1,512.0,512.0,L,2
3291.jpg,pituitary,1,512.0,512.0,L,2
3567_rotate90.jpg,pituitary,1,512.0,512.0,L,2
43.jpg,glioma,1,512.0,512.0,L,2
2835_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3539.jpg,pituitary,1,512.0,512.0,L,2
2331_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4770_rotate270.jpg,pituitary,1,512.0,512.0,L,2
628.jpg,glioma,1,512.0,512.0,L,2
248_rotate180.jpg,glioma,1,512.0,512.0,L,2
3256_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3193_rotate90.jpg,meningioma,1,512.0,512.0,L,2
44_rotate270.jpg,glioma,1,512.0,512.0,L,2
2823.jpg,meningioma,1,512.0,512.0,L,2
4519_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1512.jpg,glioma,1,512.0,512.0,L,2
2758.jpg,meningioma,1,512.0,512.0,L,2
749.jpg,glioma,1,512.0,512.0,L,2
4517.jpg,pituitary,1,512.0,512.0,L,2
1565_rotate180.jpg,glioma,1,512.0,512.0,L,2
4713_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4647.jpg,pituitary,1,512.0,512.0,L,2
2276.jpg,meningioma,1,512.0,512.0,L,2
2476_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2442.jpg,meningioma,1,512.0,512.0,L,2
3467_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1781.jpg,meningioma,1,512.0,512.0,L,2
1416.jpg,glioma,1,512.0,512.0,L,2
1713_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2755_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1659_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2897_rotate180.jpg,meningioma,1,512.0,512.0,L,2
159_rotate180.jpg,glioma,1,512.0,512.0,L,2
3810_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1854_rotate180.jpg,meningioma,1,512.0,512.0,L,2
97_rotate180.jpg,glioma,1,512.0,512.0,L,2
573.jpg,glioma,1,512.0,512.0,L,2
3845_rotate90.jpg,pituitary,1,512.0,512.0,L,2
758_rotate90.jpg,glioma,1,512.0,512.0,L,2
838.jpg,glioma,1,512.0,512.0,L,2
177_rotate270.jpg,glioma,1,512.0,512.0,L,2
4361_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2957_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4764_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2885_rotate180.jpg,meningioma,1,512.0,512.0,L,2
5020_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4546_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4339_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3298.jpg,pituitary,1,512.0,512.0,L,2
478.jpg,glioma,1,512.0,512.0,L,2
1743_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4726_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3907.jpg,pituitary,1,512.0,512.0,L,2
5005.jpg,pituitary,1,512.0,512.0,L,2
4671.jpg,pituitary,1,512.0,512.0,L,2
4167_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1704.jpg,meningioma,1,512.0,512.0,L,2
4834_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2825_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4607.jpg,pituitary,1,512.0,512.0,L,2
1754.jpg,meningioma,1,512.0,512.0,L,2
19_rotate270.jpg,glioma,1,512.0,512.0,L,2
3068_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3922_rotate180.jpg,pituitary,1,512.0,512.0,L,2
174_rotate90.jpg,glioma,1,512.0,512.0,L,2
3256_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1267_rotate270.jpg,glioma,1,512.0,512.0,L,2
3290_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4575_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3539_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3183_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2946_rotate180.jpg,meningioma,1,512.0,512.0,L,2
185_rotate180.jpg,glioma,1,512.0,512.0,L,2
1259_rotate270.jpg,glioma,1,512.0,512.0,L,2
1368_rotate90.jpg,glioma,1,512.0,512.0,L,2
3112_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3484_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3569_rotate180.jpg,pituitary,1,512.0,512.0,L,2
362_rotate270.jpg,glioma,1,512.0,512.0,L,2
981_rotate90.jpg,glioma,1,512.0,512.0,L,2
3091_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1154_rotate180.jpg,glioma,1,512.0,512.0,L,2
4384_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2483_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4118_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1495.jpg,glioma,1,512.0,512.0,L,2
1764_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4267.jpg,pituitary,1,512.0,512.0,L,2
2021_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4558.jpg,pituitary,1,512.0,512.0,L,2
2702.jpg,meningioma,1,512.0,512.0,L,2
3753_rotate270.jpg,pituitary,1,512.0,512.0,L,2
788_rotate270.jpg,glioma,1,512.0,512.0,L,2
1628.jpg,meningioma,1,512.0,512.0,L,2
2196_rotate180.jpg,meningioma,1,512.0,512.0,L,2
426.jpg,glioma,1,512.0,512.0,L,2
579.jpg,glioma,1,512.0,512.0,L,2
2244_rotate270.jpg,meningioma,1,512.0,512.0,L,2
859_rotate180.jpg,glioma,1,512.0,512.0,L,2
78.jpg,glioma,1,512.0,512.0,L,2
1122_rotate270.jpg,glioma,1,512.0,512.0,L,2
2210.jpg,meningioma,1,512.0,512.0,L,2
1854_rotate270.jpg,meningioma,1,512.0,512.0,L,2
1471_rotate90.jpg,glioma,1,512.0,512.0,L,2
1337_rotate270.jpg,glioma,1,512.0,512.0,L,2
737_rotate90.jpg,glioma,1,512.0,512.0,L,2
2496_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2930_rotate270.jpg,meningioma,1,512.0,512.0,L,2
985.jpg,glioma,1,512.0,512.0,L,2
4589_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2844_rotate180.jpg,meningioma,1,512.0,512.0,L,2
264.jpg,glioma,1,512.0,512.0,L,2
3002_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3378_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1175_rotate180.jpg,glioma,1,512.0,512.0,L,2
703_rotate90.jpg,glioma,1,512.0,512.0,L,2
2967_rotate180.jpg,meningioma,1,512.0,512.0,L,2
254_rotate180.jpg,glioma,1,512.0,512.0,L,2
1642_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2667.jpg,meningioma,1,512.0,512.0,L,2
2427_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1489.jpg,glioma,1,512.0,512.0,L,2
427_rotate90.jpg,glioma,1,512.0,512.0,L,2
576.jpg,glioma,1,512.0,512.0,L,2
4458_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4437_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1430_rotate90.jpg,glioma,1,512.0,512.0,L,2
1983_rotate180.jpg,meningioma,1,512.0,512.0,L,2
607.jpg,glioma,1,512.0,512.0,L,2
706_rotate90.jpg,glioma,1,512.0,512.0,L,2
2218_rotate180.jpg,meningioma,1,512.0,512.0,L,2
785_rotate270.jpg,glioma,1,512.0,512.0,L,2
2671.jpg,meningioma,1,512.0,512.0,L,2
3055_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2196.jpg,meningioma,1,512.0,512.0,L,2
2627_rotate270.jpg,meningioma,1,512.0,512.0,L,2
638_rotate180.jpg,glioma,1,512.0,512.0,L,2
4902_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3083_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1962.jpg,meningioma,1,512.0,512.0,L,2
2064_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3361_rotate270.jpg,pituitary,1,512.0,512.0,L,2
843_rotate180.jpg,glioma,1,512.0,512.0,L,2
4585_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1097_rotate90.jpg,glioma,1,512.0,512.0,L,2
464_rotate90.jpg,glioma,1,512.0,512.0,L,2
1881_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3866_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4395_rotate180.jpg,pituitary,1,512.0,512.0,L,2
145_rotate180.jpg,glioma,1,512.0,512.0,L,2
1532.jpg,glioma,1,512.0,512.0,L,2
181_rotate90.jpg,glioma,1,512.0,512.0,L,2
1740_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2741_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1039_rotate180.jpg,glioma,1,512.0,512.0,L,2
4836.jpg,pituitary,1,512.0,512.0,L,2
1235_rotate90.jpg,glioma,1,512.0,512.0,L,2
3400_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3852_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3912_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2978_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3880_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1130_rotate270.jpg,glioma,1,512.0,512.0,L,2
1849_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1039_rotate90.jpg,glioma,1,512.0,512.0,L,2
4987_rotate270.jpg,pituitary,1,512.0,512.0,L,2
701.jpg,glioma,1,512.0,512.0,L,2
2078_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3646.jpg,pituitary,1,512.0,512.0,L,2
2148.jpg,meningioma,1,512.0,512.0,L,2
1750_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4160_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3257.jpg,meningioma,1,512.0,512.0,L,2
2584_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2894_rotate90.jpg,meningioma,1,512.0,512.0,L,2
594.jpg,glioma,1,512.0,512.0,L,2
153.jpg,glioma,1,512.0,512.0,L,2
2144_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2883_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4468_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4517_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2253_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4653_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2446_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2292_rotate270.jpg,meningioma,1,512.0,512.0,L,2
489_rotate180.jpg,glioma,1,512.0,512.0,L,2
161_rotate90.jpg,glioma,1,512.0,512.0,L,2
3556_rotate90.jpg,pituitary,1,512.0,512.0,L,2
166_rotate90.jpg,glioma,1,512.0,512.0,L,2
1776_rotate270.jpg,meningioma,1,512.0,512.0,L,2
1464.jpg,glioma,1,512.0,512.0,L,2
461_rotate180.jpg,glioma,1,512.0,512.0,L,2
4722.jpg,pituitary,1,512.0,512.0,L,2
3394_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2833_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1650_rotate180.jpg,meningioma,1,512.0,512.0,L,2
820_rotate180.jpg,glioma,1,512.0,512.0,L,2
3579_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4716.jpg,pituitary,1,512.0,512.0,L,2
1984_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3967_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2726_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2480_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2045.jpg,meningioma,1,512.0,512.0,L,2
460_rotate270.jpg,glioma,1,512.0,512.0,L,2
1828_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1417.jpg,glioma,1,512.0,512.0,L,2
4018.jpg,pituitary,1,512.0,512.0,L,2
4397_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3027_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4269_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3401_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3584_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2924_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1409_rotate180.jpg,glioma,1,512.0,512.0,L,2
1355_rotate270.jpg,glioma,1,512.0,512.0,L,2
591_rotate270.jpg,glioma,1,512.0,512.0,L,2
3438.jpg,pituitary,1,512.0,512.0,L,2
2592_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1849_rotate270.jpg,meningioma,1,512.0,512.0,L,2
707.jpg,glioma,1,512.0,512.0,L,2
632_rotate180.jpg,glioma,1,512.0,512.0,L,2
4007_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1741_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2309_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3535.jpg,pituitary,1,512.0,512.0,L,2
3649_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4727_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2861_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4029_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1718_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1498_rotate180.jpg,glioma,1,512.0,512.0,L,2
1567_rotate90.jpg,glioma,1,512.0,512.0,L,2
4588_rotate90.jpg,pituitary,1,512.0,512.0,L,2
610_rotate270.jpg,glioma,1,512.0,512.0,L,2
3070_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2494_rotate270.jpg,meningioma,1,512.0,512.0,L,2
11.jpg,glioma,1,512.0,512.0,L,2
1277.jpg,glioma,1,512.0,512.0,L,2
2060_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1394_rotate270.jpg,glioma,1,512.0,512.0,L,2
1333.jpg,glioma,1,512.0,512.0,L,2
4151_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3769_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2000_rotate270.jpg,meningioma,1,512.0,512.0,L,2
835_rotate90.jpg,glioma,1,512.0,512.0,L,2
1738_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2435.jpg,meningioma,1,512.0,512.0,L,2
2310.jpg,meningioma,1,512.0,512.0,L,2
760_rotate90.jpg,glioma,1,512.0,512.0,L,2
3226_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1138_rotate90.jpg,glioma,1,512.0,512.0,L,2
129_rotate180.jpg,glioma,1,512.0,512.0,L,2
2086_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1434_rotate90.jpg,glioma,1,512.0,512.0,L,2
3858_rotate180.jpg,pituitary,1,512.0,512.0,L,2
797_rotate270.jpg,glioma,1,512.0,512.0,L,2
1935_rotate180.jpg,meningioma,1,512.0,512.0,L,2
955.jpg,glioma,1,512.0,512.0,L,2
1820.jpg,meningioma,1,512.0,512.0,L,2
940_rotate270.jpg,glioma,1,512.0,512.0,L,2
4536_rotate180.jpg,pituitary,1,512.0,512.0,L,2
959.jpg,glioma,1,512.0,512.0,L,2
2165.jpg,meningioma,1,512.0,512.0,L,2
3427_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2006_rotate180.jpg,meningioma,1,512.0,512.0,L,2
814_rotate180.jpg,glioma,1,512.0,512.0,L,2
460.jpg,glioma,1,512.0,512.0,L,2
9_rotate90.jpg,glioma,1,512.0,512.0,L,2
4244.jpg,pituitary,1,512.0,512.0,L,2
3088_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2517_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1106_rotate90.jpg,glioma,1,512.0,512.0,L,2
4252_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2338.jpg,meningioma,1,512.0,512.0,L,2
1650_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2313_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4949_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3179_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1752_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4345_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2943.jpg,meningioma,1,512.0,512.0,L,2
4426_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4152_rotate180.jpg,pituitary,1,512.0,512.0,L,2
21_rotate90.jpg,glioma,1,512.0,512.0,L,2
1311.jpg,glioma,1,512.0,512.0,L,2
4586_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3312_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4659.jpg,pituitary,1,512.0,512.0,L,2
191_rotate270.jpg,glioma,1,512.0,512.0,L,2
4711_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4662.jpg,pituitary,1,512.0,512.0,L,2
55_rotate180.jpg,glioma,1,512.0,512.0,L,2
1593_rotate90.jpg,glioma,1,512.0,512.0,L,2
1377_rotate270.jpg,glioma,1,512.0,512.0,L,2
280.jpg,glioma,1,512.0,512.0,L,2
481_rotate180.jpg,glioma,1,512.0,512.0,L,2
3097_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2988.jpg,meningioma,1,512.0,512.0,L,2
1595.jpg,glioma,1,512.0,512.0,L,2
3554_rotate90.jpg,pituitary,1,512.0,512.0,L,2
723_rotate270.jpg,glioma,1,512.0,512.0,L,2
2371_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4881_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3326.jpg,pituitary,1,512.0,512.0,L,2
351_rotate270.jpg,glioma,1,512.0,512.0,L,2
2155_rotate270.jpg,meningioma,1,512.0,512.0,L,2
223_rotate180.jpg,glioma,1,512.0,512.0,L,2
3028_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4598_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3321_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2818_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2778_rotate180.jpg,meningioma,1,512.0,512.0,L,2
603_rotate90.jpg,glioma,1,512.0,512.0,L,2
2927_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2238_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3295_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3210_rotate270.jpg,meningioma,1,512.0,512.0,L,2
121_rotate180.jpg,glioma,1,512.0,512.0,L,2
2840_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3279_rotate90.jpg,pituitary,1,512.0,512.0,L,2
309.jpg,glioma,1,512.0,512.0,L,2
2681_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4313_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3079.jpg,meningioma,1,512.0,512.0,L,2
2274_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2095_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2876.jpg,meningioma,1,512.0,512.0,L,2
4233_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3066_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4425.jpg,pituitary,1,512.0,512.0,L,2
2753_rotate90.jpg,meningioma,1,512.0,512.0,L,2
613.jpg,glioma,1,512.0,512.0,L,2
1189.jpg,glioma,1,512.0,512.0,L,2
442.jpg,glioma,1,512.0,512.0,L,2
2207.jpg,meningioma,1,512.0,512.0,L,2
1756_rotate270.jpg,meningioma,1,512.0,512.0,L,2
486.jpg,glioma,1,512.0,512.0,L,2
3870_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2147_rotate270.jpg,meningioma,1,512.0,512.0,L,2
334_rotate180.jpg,glioma,1,512.0,512.0,L,2
1450.jpg,glioma,1,512.0,512.0,L,2
3433_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4656_rotate270.jpg,pituitary,1,512.0,512.0,L,2
205_rotate90.jpg,glioma,1,512.0,512.0,L,2
4523.jpg,pituitary,1,512.0,512.0,L,2
2453_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3886.jpg,pituitary,1,512.0,512.0,L,2
1852_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3871_rotate180.jpg,pituitary,1,512.0,512.0,L,2
947.jpg,glioma,1,512.0,512.0,L,2
189_rotate270.jpg,glioma,1,512.0,512.0,L,2
1468_rotate270.jpg,glioma,1,512.0,512.0,L,2
2026.jpg,meningioma,1,512.0,512.0,L,2
869.jpg,glioma,1,512.0,512.0,L,2
754_rotate180.jpg,glioma,1,512.0,512.0,L,2
3257_rotate90.jpg,meningioma,1,512.0,512.0,L,2
479_rotate270.jpg,glioma,1,512.0,512.0,L,2
4904_rotate180.jpg,pituitary,1,512.0,512.0,L,2
658.jpg,glioma,1,512.0,512.0,L,2
4659_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1026_rotate180.jpg,glioma,1,512.0,512.0,L,2
4304.jpg,pituitary,1,512.0,512.0,L,2
586_rotate270.jpg,glioma,1,512.0,512.0,L,2
1216_rotate180.jpg,glioma,1,512.0,512.0,L,2
1346_rotate90.jpg,glioma,1,512.0,512.0,L,2
259.jpg,glioma,1,512.0,512.0,L,2
4386_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3582_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3999.jpg,pituitary,1,512.0,512.0,L,2
4874_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2230.jpg,meningioma,1,512.0,512.0,L,2
903.jpg,glioma,1,512.0,512.0,L,2
1419_rotate180.jpg,glioma,1,512.0,512.0,L,2
3330.jpg,pituitary,1,512.0,512.0,L,2
2361_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2550_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1539.jpg,glioma,1,512.0,512.0,L,2
731_rotate270.jpg,glioma,1,512.0,512.0,L,2
3691.jpg,pituitary,1,512.0,512.0,L,2
2699_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4171.jpg,pituitary,1,512.0,512.0,L,2
1309_rotate90.jpg,glioma,1,512.0,512.0,L,2
